event_time,event_type,organisation_name,place_name,asset_name,asset_type,module_id
2021-02-20 12:46:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 11:02:44,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 21:58:58,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-22 11:03:44,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 12:19:01,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 6:23:24,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 6:16:02,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 5:29:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 3:52:21,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 8:50:03,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 6:11:46,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 4:15:07,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-20 4:56:29,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 8:11:11,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 5:29:18,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 21:20:00,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-17 13:51:54,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-20 9:39:08,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 2:50:18,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-21 21:59:28,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-19 4:58:58,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 6:00:00,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 18:38:32,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 8:11:36,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 4:15:48,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CF-MQK-54,3,
2021-02-23 6:11:19,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-15 14:46:44,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-20 9:30:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-17 16:15:22,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-17 10:50:08,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 11:00:20,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-22 14:07:54,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 6:33:37,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 2:45:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-17 17:08:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 5:50:55,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 7:35:09,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 11:18:13,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 10:00:01,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 3:02:13,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 10:40:42,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 3:30:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-17 23:45:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-17 6:52:45,Connected,"Taylor, Flores and Douglas",Smith Ltd,ZE-KHP-90,3,
2021-02-22 10:10:26,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 12:19:42,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 6:10:53,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 2:45:21,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-23 6:42:50,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 10:52:29,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 12:28:37,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 18:50:40,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-17 7:13:54,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 8:05:10,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 8:16:11,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 17:00:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-19 10:32:41,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 14:29:20,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 8:46:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 1:03:22,Disconnected,"Taylor, Flores and Douglas","Green, Hayes and Taylor",YS-YFI-24,3,
2021-02-20 11:30:16,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 12:36:57,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 11:00:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-23 0:31:24,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 8:49:18,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 19:15:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-23 4:24:15,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 3:00:45,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-19 12:38:04,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-22 9:18:15,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 7:48:07,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 6:30:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-22 2:00:02,Disconnected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 10:48:26,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 8:41:23,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 15:31:10,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-16 13:25:43,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 12:45:14,Connected,"Taylor, Flores and Douglas",Cantu-Lane,DT-XSY-00,3,
2021-02-20 4:20:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 3:30:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-20 0:00:16,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 8:30:39,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 2:48:47,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-22 15:14:52,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 8:45:22,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-18 0:00:35,Connected,Gonzalez-Hancock,Thompson Group,SL-UAD-50,8,
2021-02-17 5:01:59,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 13:04:11,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 20:49:34,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-23 6:52:17,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 4:57:48,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 16:55:13,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 10:06:57,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-17 14:17:23,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 5:34:45,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 15:07:41,Connected,"Taylor, Flores and Douglas",Lane Inc,WG-AYD-90,3,
2021-02-22 2:18:45,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 8:10:19,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 5:43:47,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 12:09:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 12:06:31,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 9:30:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-19 5:28:19,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 7:02:07,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 16:30:52,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-15 18:02:35,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 2:00:55,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-22 16:55:56,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 5:36:55,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-20 13:09:48,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 3:03:48,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 12:44:59,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 21:09:17,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-16 8:57:46,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 13:31:39,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 10:50:08,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 0:06:45,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-19 8:13:14,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 2:45:21,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-16 16:35:18,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 5:30:31,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 12:30:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-16 18:30:51,Connected,"Taylor, Flores and Douglas",Brown-Jenkins,CK-XNN-42,3,
2021-02-19 8:12:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 21:37:29,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-21 11:05:25,Disconnected,"Taylor, Flores and Douglas","Green, Hayes and Taylor",YS-YFI-24,3,
2021-02-22 16:43:56,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 7:27:19,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 5:45:08,Connected,"Taylor, Flores and Douglas","Martinez, Pruitt and Wheeler",KN-GWX-65,3,
2021-02-17 10:02:21,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 7:35:50,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-18 17:09:32,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-16 18:16:44,Disconnected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,324-50-2046
2021-02-22 7:00:18,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 19:14:12,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-23 4:18:17,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 6:30:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-23 1:41:52,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-23 4:08:39,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 4:44:23,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 2:00:05,Disconnected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-20 7:03:39,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 7:07:06,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 5:28:49,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 13:15:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-15 16:16:13,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-20 13:10:51,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 18:31:24,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 8:47:41,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 11:40:02,Connected,Larson-Mccall,"Aguilar, Price and Clark",CJ-KWS-16,8,
2021-02-18 11:39:25,Disconnected,Larson-Mccall,"Aguilar, Price and Clark",BM-LAS-19,8,
2021-02-21 14:41:24,Disconnected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-17 4:44:56,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 2:00:07,Connected,"Taylor, Flores and Douglas","Berry, Meyer and Williams",DJ-VZR-77,3,
2021-02-21 3:52:19,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 18:18:33,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 19:43:59,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,
2021-02-23 3:31:24,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-20 11:34:16,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 11:52:41,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 10:03:38,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 15:03:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 23:53:04,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-19 21:24:10,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-16 20:42:17,Disconnected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-22 17:12:53,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 22:15:21,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-20 2:46:10,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-16 2:06:46,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 8:02:01,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 9:19:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 10:59:23,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-23 6:01:16,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 7:19:43,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 22:39:36,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-21 20:24:47,Connected,"Taylor, Flores and Douglas","Young, Fox and Bryant",UM-XEZ-99,3,
2021-02-17 14:35:16,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 11:30:29,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 2:42:50,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-20 10:51:55,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,
2021-02-18 17:08:03,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-21 16:35:32,Connected,"Taylor, Flores and Douglas","Booth, Gregory and Saunders",ZU-MOT-42,3,
2021-02-19 5:49:20,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 17:45:21,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-17 13:55:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 8:27:55,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 3:57:48,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 8:19:52,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 3:06:14,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 7:25:27,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 9:21:39,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-22 11:11:46,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 14:21:32,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-19 6:45:29,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 22:47:24,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-23 9:01:53,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 20:22:10,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-19 16:57:42,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 19:13:30,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-23 8:02:24,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-20 13:42:15,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 5:46:29,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 17:28:27,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 12:32:42,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-17 14:08:21,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 12:51:00,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 6:00:02,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-23 2:33:13,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 13:39:00,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 8:08:07,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 15:23:22,Disconnected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-18 12:36:26,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-21 14:45:11,Connected,Larson-Mccall,Benson Ltd,XX-PXF-22,8,
2021-02-21 0:31:10,Connected,Larson-Mccall,Benson Ltd,MO-RQJ-49,8,
2021-02-20 7:38:43,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-23 7:02:18,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 7:54:57,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-23 4:48:37,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 19:21:31,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,598-84-6937
2021-02-18 5:45:08,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,YW-QRR-91,3,
2021-02-22 19:19:58,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-22 2:04:41,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-21 5:54:01,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-21 4:24:57,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 12:04:32,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 11:29:55,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 0:00:17,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,591-45-2627
2021-02-17 6:44:40,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-18 6:29:45,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 19:06:17,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,IO-MMI-57,3,
2021-02-19 7:57:44,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-16 3:31:47,Connected,Larson-Mccall,Benson Ltd,GR-TDN-28,8,
2021-02-18 14:25:38,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 5:47:05,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 13:37:14,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 14:22:40,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",BN-HAC-74,3,
2021-02-21 2:37:18,Disconnected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-17 2:45:12,Disconnected,"Taylor, Flores and Douglas",Torres-Wilson,XO-BQH-64,3,
2021-02-22 5:45:08,Connected,"Taylor, Flores and Douglas","Harris, Gross and Schmidt",EW-ONE-19,3,
2021-02-20 2:20:47,Connected,"Taylor, Flores and Douglas","Bell, Turner and Rodriguez",EI-IUO-83,3,
2021-02-20 22:44:33,Disconnected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-21 15:38:06,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-17 4:20:57,Connected,"Taylor, Flores and Douglas",Ochoa-Chavez,AI-CXD-88,3,
2021-02-20 8:11:08,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-17 0:02:12,Connected,Gonzalez-Hancock,Bell LLC,IC-INE-34,8,
2021-02-20 7:10:02,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-22 20:29:01,Connected,Gonzalez-Hancock,"Torres, Montoya and Neal",NW-CNY-73,5,598-84-6937
2021-02-23 4:41:25,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 4:36:56,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-19 8:08:03,Connected,Gonzalez-Hancock,Thompson Group,EB-FVF-50,5,
2021-02-17 22:57:47,Connected,Gonzalez-Hancock,Bell LLC,OQ-XNB-63,5,598-84-6937
2021-02-16 12:37:43,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-19 7:16:23,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-22 6:04:17,Disconnected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 11:00:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-20 15:07:22,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-20 11:24:12,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-21 18:30:07,Connected,"Taylor, Flores and Douglas",Matthews-Phillips,PD-PFG-92,3,
2021-02-19 8:00:20,Connected,"Taylor, Flores and Douglas","Knox, Mills and Keith",WT-JZS-58,3,
2021-02-19 7:33:36,Disconnected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-16 3:56:05,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 1:35:39,Connected,"Taylor, Flores and Douglas",Gallagher-Moore,WF-QFJ-09,3,
2021-02-22 11:04:04,Connected,Larson-Mccall,Cohen PLC,GV-WTD-14,8,
2021-02-17 12:51:52,Connected,"Taylor, Flores and Douglas","Parks, Nash and Espinoza",YN-NZP-03,3,
2021-02-17 8:00:11,Connected,"Taylor, Flores and Douglas",Lane Inc,WG-AYD-90,3,
2021-02-21 14:05:06,Connected,Gonzalez-Hancock,Flynn-Mcgrath,ND-IRJ-15,8,
2021-02-16 8:51:32,Connected,Larson-Mccall,Cohen PLC,FI-DMS-52,8,
2021-02-20 9:30:20,Connected,"Taylor, Flores and Douglas",Knight PLC,XQ-ZSS-50,3,
2021-02-18 2:27:40,Connected,"Taylor, Flores and Douglas",Hunter-Shepherd,YS-YEI-18,3,
